,ISBN13,Title,Author,Date Started,Date Read,Year Read,Finished,title,authors,publisher,publishedDate,description,industryIdentifiers,readingModes,pageCount,printType,categories,maturityRating,allowAnonLogging,contentVersion,panelizationSummary,imageLinks,language,previewLink,infoLink,canonicalVolumeLink,subtitle,averageRating,ratingsCount,ISBN_13,ISBN_10,OTHER,smallThumbnail,thumbnail
96,9780593135228,Project Hail Mary,Andy Weir,2022-02-12,2022-02-21,2022,True,Project Hail Mary,['Andy Weir'],Ballantine Books,2022-10-04,"THE #1 NEW YORK TIMES BESTSELLER FROM THE AUTHOR OF THE MARTIAN • Soon to be a major motion picture starring Ryan Gosling, directed by Phil Lord and Christopher Miller, with a screenplay by Drew Goddard A lone astronaut must save the earth from disaster in this “propulsive” (Entertainment Weekly), cinematic thriller full of suspense, humor, and fascinating science. HUGO AWARD FINALIST • ONE OF THE YEAR’S BEST BOOKS: Bill Gates, GatesNotes, New York Public Library, Parade, Newsweek, Polygon, Shelf Awareness, She Reads, Kirkus Reviews, Library Journal • New York Times Readers Pick: 100 Best Books of the 21st Century “An epic story of redemption, discovery and cool speculative sci-fi.”—USA Today “If you loved The Martian, you’ll go crazy for Weir’s latest.”—The Washington Post Ryland Grace is the sole survivor on a desperate, last-chance mission—and if he fails, humanity and the earth itself will perish. Except that right now, he doesn’t know that. He can’t even remember his own name, let alone the nature of his assignment or how to complete it. All he knows is that he’s been asleep for a very, very long time. And he’s just been awakened to find himself millions of miles from home, with nothing but two corpses for company. His crewmates dead, his memories fuzzily returning, Ryland realizes that an impossible task now confronts him. Hurtling through space on this tiny ship, it’s up to him to puzzle out an impossible scientific mystery—and conquer an extinction-level threat to our species. And with the clock ticking down and the nearest human being light-years away, he’s got to do it all alone. Or does he? An irresistible interstellar adventure as only Andy Weir could deliver, Project Hail Mary is a tale of discovery, speculation, and survival to rival The Martian—while taking us to places it never dreamed of going.","[{'type': 'ISBN_13', 'identifier': '9780593135228'}, {'type': 'ISBN_10', 'identifier': '0593135229'}]","{'text': False, 'image': False}",497.0,BOOK,['Fiction'],NOT_MATURE,False,0.7.2.0.preview.0,"{'containsEpubBubbles': False, 'containsImageBubbles': False}","{'smallThumbnail': 'http://books.google.com/books/content?id=iEiHEAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=iEiHEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",en,http://books.google.com/books?id=iEiHEAAAQBAJ&printsec=frontcover&dq=isbn:9780593135228&hl=&cd=1&source=gbs_api,http://books.google.com/books?id=iEiHEAAAQBAJ&dq=isbn:9780593135228&hl=&source=gbs_api,https://books.google.com/books/about/Project_Hail_Mary.html?hl=&id=iEiHEAAAQBAJ,A Novel,3.0,1.0,9780593135228,0593135229,,http://books.google.com/books/content?id=iEiHEAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=iEiHEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
138,9780358157120,Seven and a Half Lessons About the Brain,Lisa Feldman Barrett,2022-02-19,2022-03-12,2022,True,Seven And A Half Lessons About The Brain,['Lisa Feldman Barrett'],HarperCollins,2020-11-17,"From the author of How Emotions Are Made, a myth-busting primer on the brain in the tradition of Seven Brief Lessons on Physics and Astrophysics for People in a Hurry. Have you ever wondered why you have a brain? Let renowned neuroscientist Lisa Feldman Barrett demystify that big gray blob between your ears. In seven short essays (plus a bite-sized story about how brains evolved), this slim, entertaining, and accessible collection reveals mind-expanding lessons from the front lines of neuroscience research. You’ll learn where brains came from, how they’re structured (and why it matters), and how yours works in tandem with other brains to create everything you experience. Along the way, you’ll also learn to dismiss popular myths such as the idea of a “lizard brain” and the alleged battle between thoughts and emotions, or even between nature and nurture, to determine your behavior. Sure to intrigue casual readers and scientific veterans alike, Seven and a Half Lessons About the Brain is full of surprises, humor, and important implications for human nature—a gift of a book that you will want to savor again and again.","[{'type': 'ISBN_13', 'identifier': '9780358157120'}, {'type': 'ISBN_10', 'identifier': '0358157129'}]","{'text': True, 'image': False}",197.0,BOOK,['Education'],NOT_MATURE,True,1.5.5.0.preview.2,"{'containsEpubBubbles': False, 'containsImageBubbles': False}","{'smallThumbnail': 'http://books.google.com/books/content?id=_lm_DwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=_lm_DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",en,http://books.google.com/books?id=_lm_DwAAQBAJ&printsec=frontcover&dq=isbn:9780358157120&hl=&cd=1&source=gbs_api,https://play.google.com/store/books/details?id=_lm_DwAAQBAJ&source=gbs_api,https://play.google.com/store/books/details?id=_lm_DwAAQBAJ,,,,9780358157120,0358157129,,http://books.google.com/books/content?id=_lm_DwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=_lm_DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
134,9781984879066,"Shape: The Hidden Geometry of Information, Biology, Strategy, Democracy, and Everything Else",Jordan Ellenberg,2022-02-22,2022-04-02,2022,True,Shape,['Jordan Ellenberg'],Penguin,2021-05-25,"An instant New York Times Bestseller! “Unreasonably entertaining . . . reveals how geometric thinking can allow for everything from fairer American elections to better pandemic planning.” —The New York Times From the New York Times-bestselling author of How Not to Be Wrong—himself a world-class geometer—a far-ranging exploration of the power of geometry, which turns out to help us think better about practically everything. How should a democracy choose its representatives? How can you stop a pandemic from sweeping the world? How do computers learn to play Go, and why is learning Go so much easier for them than learning to read a sentence? Can ancient Greek proportions predict the stock market? (Sorry, no.) What should your kids learn in school if they really want to learn to think? All these are questions about geometry. For real. If you're like most people, geometry is a sterile and dimly remembered exercise you gladly left behind in the dust of ninth grade, along with your braces and active romantic interest in pop singers. If you recall any of it, it's plodding through a series of miniscule steps only to prove some fact about triangles that was obvious to you in the first place. That's not geometry. Okay, it is geometry, but only a tiny part, which has as much to do with geometry in all its flush modern richness as conjugating a verb has to do with a great novel. Shape reveals the geometry underneath some of the most important scientific, political, and philosophical problems we face. Geometry asks: Where are things? Which things are near each other? How can you get from one thing to another thing? Those are important questions. The word ""geometry""comes from the Greek for ""measuring the world."" If anything, that's an undersell. Geometry doesn't just measure the world—it explains it. Shape shows us how.","[{'type': 'ISBN_13', 'identifier': '9781984879066'}, {'type': 'ISBN_10', 'identifier': '1984879065'}]","{'text': True, 'image': False}",481.0,BOOK,['Mathematics'],NOT_MATURE,True,1.8.6.0.preview.2,"{'containsEpubBubbles': False, 'containsImageBubbles': False}","{'smallThumbnail': 'http://books.google.com/books/content?id=ZC4MEAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=ZC4MEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",en,http://books.google.com/books?id=ZC4MEAAAQBAJ&printsec=frontcover&dq=isbn:9781984879066&hl=&cd=1&source=gbs_api,https://play.google.com/store/books/details?id=ZC4MEAAAQBAJ&source=gbs_api,https://play.google.com/store/books/details?id=ZC4MEAAAQBAJ,"The Hidden Geometry of Information, Biology, Strategy, Democracy, and Everything Else",,,9781984879066,1984879065,,http://books.google.com/books/content?id=ZC4MEAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=ZC4MEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
137,9780525536291,The Vanishing Half,Brit Bennett,2022-03-06,2022-03-17,2022,True,The Vanishing Half,['Brit Bennett'],Penguin,2020-06-02,"#1 NEW YORK TIMES BESTSELLER ONE OF BARACK OBAMA'S FAVORITE BOOKS OF THE YEAR NAMED A BEST BOOK OF 2020 BY THE NEW YORK TIMES • THE WASHINGTON POST • NPR • PEOPLE • TIME MAGAZINE • VANITY FAIR • GLAMOUR New York Times Readers Pick: 100 Best Books of the 21st Century 2021 WOMEN'S PRIZE FINALIST “Bennett’s tone and style recalls James Baldwin and Jacqueline Woodson, but it’s especially reminiscent of Toni Morrison’s 1970 debut novel, The Bluest Eye.” —Kiley Reid, Wall Street Journal “A story of absolute, universal timelessness . . . For any era, it's an accomplished, affecting novel. For this moment, it’s piercing, subtly wending its way toward questions about who we are and who we want to be….” – Entertainment Weekly From The New York Times-bestselling author of The Mothers, a stunning new novel about twin sisters, inseparable as children, who ultimately choose to live in two very different worlds, one black and one white. The Vignes twin sisters will always be identical. But after growing up together in a small, southern black community and running away at age sixteen, it's not just the shape of their daily lives that is different as adults, it's everything: their families, their communities, their racial identities. Many years later, one sister lives with her black daughter in the same southern town she once tried to escape. The other secretly passes for white, and her white husband knows nothing of her past. Still, even separated by so many miles and just as many lies, the fates of the twins remain intertwined. What will happen to the next generation, when their own daughters' storylines intersect? Weaving together multiple strands and generations of this family, from the Deep South to California, from the 1950s to the 1990s, Brit Bennett produces a story that is at once a riveting, emotional family story and a brilliant exploration of the American history of passing. Looking well beyond issues of race, The Vanishing Half considers the lasting influence of the past as it shapes a person's decisions, desires, and expectations, and explores some of the multiple reasons and realms in which people sometimes feel pulled to live as something other than their origins. As with her New York Times-bestselling debut The Mothers, Brit Bennett offers an engrossing page-turner about family and relationships that is immersive and provocative, compassionate and wise.","[{'type': 'ISBN_13', 'identifier': '9780525536291'}, {'type': 'ISBN_10', 'identifier': '0525536299'}]","{'text': False, 'image': False}",354.0,BOOK,['Fiction'],NOT_MATURE,False,0.6.0.0.preview.0,"{'containsEpubBubbles': False, 'containsImageBubbles': False}","{'smallThumbnail': 'http://books.google.com/books/content?id=-vnoDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=-vnoDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",en,http://books.google.com/books?id=-vnoDwAAQBAJ&printsec=frontcover&dq=isbn:9780525536291&hl=&cd=1&source=gbs_api,http://books.google.com/books?id=-vnoDwAAQBAJ&dq=isbn:9780525536291&hl=&source=gbs_api,https://books.google.com/books/about/The_Vanishing_Half.html?hl=&id=-vnoDwAAQBAJ,A GMA Book Club Pick (A Novel),5.0,1.0,9780525536291,0525536299,,http://books.google.com/books/content?id=-vnoDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=-vnoDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
135,9780765382030,"The Three-Body Problem (Remembrance of Earth’s Past, #1)",Liu Cixin,2022-03-17,2022-03-29,2022,True,The Three-Body Problem,['Cixin Liu'],Tor Books,2016-01-12,"""Wildly imaginative, really interesting."" —President Barack Obama on The Three-Body Problem trilogy The Three-Body Problem is the first chance for English-speaking readers to experience the Hugo Award-winning phenomenon from China's most beloved science fiction author, Liu Cixin. Set against the backdrop of China's Cultural Revolution, a secret military project sends signals into space to establish contact with aliens. An alien civilization on the brink of destruction captures the signal and plans to invade Earth. Meanwhile, on Earth, different camps start forming, planning to either welcome the superior beings and help them take over a world seen as corrupt, or to fight against the invasion. The result is a science fiction masterpiece of enormous scope and vision. The Remembrance of Earth's Past Trilogy The Three-Body Problem The Dark Forest Death's End Other Books Ball Lightning (forthcoming)","[{'type': 'ISBN_10', 'identifier': '0765382032'}, {'type': 'ISBN_13', 'identifier': '9780765382030'}]","{'text': False, 'image': False}",416.0,BOOK,['Fiction'],NOT_MATURE,False,preview-1.0.0,"{'containsEpubBubbles': False, 'containsImageBubbles': False}","{'smallThumbnail': 'http://books.google.com/books/content?id=TiZHrgEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=TiZHrgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api'}",en,http://books.google.com/books?id=TiZHrgEACAAJ&dq=isbn:9780765382030&hl=&cd=1&source=gbs_api,http://books.google.com/books?id=TiZHrgEACAAJ&dq=isbn:9780765382030&hl=&source=gbs_api,https://books.google.com/books/about/The_Three_Body_Problem.html?hl=&id=TiZHrgEACAAJ,,3.0,1.0,9780765382030,0765382032,,http://books.google.com/books/content?id=TiZHrgEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,http://books.google.com/books/content?id=TiZHrgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
95,9781922268334,Nothing to See Here,Kevin    Wilson,2022-03-24,2022-04-11,2022,True,Nothing to See Here,['Kevin Wilson'],Text Publishing,2019-12-03,"A heartwarming and blisteringly funny tale of family, friendship and fire, now available in a smaller and competitively priced format.","[{'type': 'ISBN_13', 'identifier': '9781922268334'}, {'type': 'ISBN_10', 'identifier': '192226833X'}]","{'text': False, 'image': False}",265.0,BOOK,['Fiction'],NOT_MATURE,False,0.1.2.0.preview.0,"{'containsEpubBubbles': False, 'containsImageBubbles': False}","{'smallThumbnail': 'http://books.google.com/books/content?id=a_m2DwAAQBAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=a_m2DwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api'}",en,http://books.google.com/books?id=a_m2DwAAQBAJ&dq=isbn:9781922268334&hl=&cd=1&source=gbs_api,http://books.google.com/books?id=a_m2DwAAQBAJ&dq=isbn:9781922268334&hl=&source=gbs_api,https://books.google.com/books/about/Nothing_to_See_Here.html?hl=&id=a_m2DwAAQBAJ,,5.0,1.0,9781922268334,192226833X,,http://books.google.com/books/content?id=a_m2DwAAQBAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,http://books.google.com/books/content?id=a_m2DwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
94,9780743217378,The Great Bridge: The Epic Story of the Building of the Brooklyn Bridge,David McCullough,2022-04-02,2022-04-15,2022,True,The Great Bridge,['David McCullough'],Simon and Schuster,2001-06,"First published in 1972, The Great Bridge is the classic account of one of the greatest engineering feats of all time. Winning acclaim for its comprehensive look at the building of the Brooklyn Bridge, this book helped cement David McCullough's reputation as America's preeminent social historian. Now, The Great Bridge is reissued as a Simon & Schuster Classic Edition with a new introduction by the author. This monumental book brings back for American readers the heroic vision of the America we once had. It is the enthralling story of one of the greatest events in our nation's history during the Age of Optimism -- a period when Americans were convinced in their hearts that all great things were possible. In the years around 1870, when the project was first undertaken, the concept of building a great bridge to span the East River between the great cities of Manhattan and Brooklyn required a vision and determination comparable to that which went into the building of the pyramids. Throughout the fourteen years of its construction, the odds against the successful completion of the bridge seemed staggering. Bodies were crushed and broken, lives lost, political empires fell, and surges of public emotion constantly threatened the project. But this is not merely the saga of an engineering miracle: it is a sweeping narrative of the social climate of the time and of the heroes and rascals who had a hand in either constructing or obstructing the great enterprise. Amid the flood of praise for the book when it was originally published, Newsday said succinctly ""This is the definitive book on the event. Do not wait for a better try: there won't be any.""","[{'type': 'ISBN_13', 'identifier': '9780743217378'}, {'type': 'ISBN_10', 'identifier': '0743217373'}]","{'text': True, 'image': False}",654.0,BOOK,['History'],NOT_MATURE,True,5.7.10.0.preview.2,"{'containsEpubBubbles': False, 'containsImageBubbles': False}","{'smallThumbnail': 'http://books.google.com/books/content?id=bOM93rb22YEC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=bOM93rb22YEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",en,http://books.google.com/books?id=bOM93rb22YEC&printsec=frontcover&dq=isbn:9780743217378&hl=&cd=1&source=gbs_api,http://books.google.com/books?id=bOM93rb22YEC&dq=isbn:9780743217378&hl=&source=gbs_api,https://books.google.com/books/about/The_Great_Bridge.html?hl=&id=bOM93rb22YEC,The Epic Story of the Building of the Brooklyn Bridge,4.5,7.0,9780743217378,0743217373,,http://books.google.com/books/content?id=bOM93rb22YEC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=bOM93rb22YEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
93,9780358439103,Punch Me Up to the Gods,Brian Broome,2022-04-24,2022-04-28,2022,True,Punch Me Up to the Gods,['Brian Broome'],Mariner Books,2021,"Playful, poignant and wholly original, this coming-of-age memoir about Blackness, masculinity and addiction follows the author, a poet and screenwriter, as he recounts his experiences, revealing a perpetual outsider awkwardly squirming to find his way in. --","[{'type': 'ISBN_13', 'identifier': '9780358439103'}, {'type': 'ISBN_10', 'identifier': '0358439108'}]","{'text': False, 'image': True}",277.0,BOOK,['Biography & Autobiography'],NOT_MATURE,False,0.1.2.0.preview.1,"{'containsEpubBubbles': False, 'containsImageBubbles': False}","{'smallThumbnail': 'http://books.google.com/books/content?id=hJP6DwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=hJP6DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",en,http://books.google.com/books?id=hJP6DwAAQBAJ&printsec=frontcover&dq=isbn:9780358439103&hl=&cd=1&source=gbs_api,http://books.google.com/books?id=hJP6DwAAQBAJ&dq=isbn:9780358439103&hl=&source=gbs_api,https://books.google.com/books/about/Punch_Me_Up_to_the_Gods.html?hl=&id=hJP6DwAAQBAJ,,,,9780358439103,0358439108,,http://books.google.com/books/content?id=hJP6DwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=hJP6DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
133,9780525537090,How To: Absurd Scientific Advice for Common Real-World Problems,Randall Munroe,2022-04-29,2022-05-02,2022,True,How To,['Randall Munroe'],Penguin,2019-09-03,"AN INSTANT #1 NEW YORK TIMES BESTSELLER “How To will make you laugh as you learn…With How To, you can't help but appreciate the glorious complexity of our universe and the amazing breadth of humanity's effort to comprehend it. If you want some lightweight edification, you won't go wrong with How To.” —CNET “[How To] has science and jokes in it, so 10/10 can recommend.” —Simone Giertz The world's most entertaining and useless self-help guide from the brilliant mind behind the wildly popular webcomic xkcd, the bestsellers What If? and Thing Explainer, and What If? 2, coming September 13, 2022 For any task you might want to do, there's a right way, a wrong way, and a way so monumentally complex, excessive, and inadvisable that no one would ever try it. How To is a guide to the third kind of approach. It's full of highly impractical advice for everything from landing a plane to digging a hole. Bestselling author and cartoonist Randall Munroe explains how to predict the weather by analyzing the pixels of your Facebook photos. He teaches you how to tell if you're a baby boomer or a 90's kid by measuring the radioactivity of your teeth. He offers tips for taking a selfie with a telescope, crossing a river by boiling it, and powering your house by destroying the fabric of space-time. And if you want to get rid of the book once you're done with it, he walks you through your options for proper disposal, including dissolving it in the ocean, converting it to a vapor, using tectonic plates to subduct it into the Earth's mantle, or launching it into the Sun. By exploring the most complicated ways to do simple tasks, Munroe doesn't just make things difficult for himself and his readers. As he did so brilliantly in What If?, Munroe invites us to explore the most absurd reaches of the possible. Full of clever infographics and fun illustrations, How To is a delightfully mind-bending way to better understand the science and technology underlying the things we do every day.","[{'type': 'ISBN_13', 'identifier': '9780525537090'}, {'type': 'ISBN_10', 'identifier': '0525537090'}]","{'text': False, 'image': False}",322.0,BOOK,['Humor'],NOT_MATURE,False,0.4.0.0.preview.0,"{'containsEpubBubbles': False, 'containsImageBubbles': False}","{'smallThumbnail': 'http://books.google.com/books/content?id=CZ-rDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=CZ-rDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",en,http://books.google.com/books?id=CZ-rDwAAQBAJ&printsec=frontcover&dq=isbn:9780525537090&hl=&cd=1&source=gbs_api,http://books.google.com/books?id=CZ-rDwAAQBAJ&dq=isbn:9780525537090&hl=&source=gbs_api,https://books.google.com/books/about/How_To.html?hl=&id=CZ-rDwAAQBAJ,Absurd Scientific Advice for Common Real-World Problems,5.0,2.0,9780525537090,0525537090,,http://books.google.com/books/content?id=CZ-rDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=CZ-rDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
132,9780679744726,The Fire Next Time,James Baldwin,2022-05-04,2022-05-04,2022,True,The Fire Next Time,['James Baldwin'],Vintage,1992-12-01,"NATIONAL BESTSELLER • The book that galvanized the nation, gave voice to the emerging civil rights movementin the 1960s—and still lights the way to understanding race in America today. • ""The finest essay I’ve ever read.” —Ta-Nehisi Coates At once a powerful evocation of James Baldwin's early life in Harlem and a disturbing examination of the consequences of racial injustice, the book is an intensely personal and provocative document from the iconic author of If Beale Street Could Talk and Go Tell It on the Mountain. It consists of two ""letters,"" written on the occasion of the centennial of the Emancipation Proclamation, that exhort Americans, both black and white, to attack the terrible legacy of racism. Described by The New York Times Book Review as ""sermon, ultimatum, confession, deposition, testament, and chronicle … all presented in searing, brilliant prose,"" The Fire Next Time stands as a classic of literature.","[{'type': 'ISBN_13', 'identifier': '9780679744726'}, {'type': 'ISBN_10', 'identifier': '067974472X'}]","{'text': False, 'image': False}",129.0,BOOK,['Political Science'],NOT_MATURE,False,1.8.3.0.preview.0,"{'containsEpubBubbles': False, 'containsImageBubbles': False}","{'smallThumbnail': 'http://books.google.com/books/content?id=1c1Iz75PaggC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=1c1Iz75PaggC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",en,http://books.google.com/books?id=1c1Iz75PaggC&printsec=frontcover&dq=isbn:9780679744726&hl=&cd=1&source=gbs_api,http://books.google.com/books?id=1c1Iz75PaggC&dq=isbn:9780679744726&hl=&source=gbs_api,https://books.google.com/books/about/The_Fire_Next_Time.html?hl=&id=1c1Iz75PaggC,,4.0,1.0,9780679744726,067974472X,,http://books.google.com/books/content?id=1c1Iz75PaggC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=1c1Iz75PaggC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
131,9780307275936,If Beale Street Could Talk,James Baldwin,2022-05-04,2022-05-08,2022,True,If Beale Street Could Talk,['James Baldwin'],Vintage,2006-10-10,"From one of the most important writers of the twentieth century comes a stunning love story about a young Black woman whose life is torn apart when her lover is wrongly accused of a crime—""a moving, painful story, so vividly human and so obviously based on reality that it strikes us as timeless"" (The New York Times Book Review). ""One of the best books Baldwin has ever written—perhaps the best of all."" —The Philadelphia Inquirer Told through the eyes of Tish, a nineteen-year-old girl, in love with Fonny, a young sculptor who is the father of her child, Baldwin’s story mixes the sweet and the sad. Tish and Fonny have pledged to get married, but Fonny is falsely accused of a terrible crime and imprisoned. Their families set out to clear his name, and as they face an uncertain future, the young lovers experience a kaleidoscope of emotions—affection, despair, and hope. In a love story that evokes the blues, where passion and sadness are inevitably intertwined, Baldwin has created two characters so alive and profoundly realized that they are unforgettably ingrained in the American psyche.","[{'type': 'ISBN_13', 'identifier': '9780307275936'}, {'type': 'ISBN_10', 'identifier': '0307275930'}]","{'text': False, 'image': False}",210.0,BOOK,['Fiction'],NOT_MATURE,False,0.4.0.0.preview.0,"{'containsEpubBubbles': False, 'containsImageBubbles': False}","{'smallThumbnail': 'http://books.google.com/books/content?id=KViODQAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=KViODQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",en,http://books.google.com/books?id=KViODQAAQBAJ&printsec=frontcover&dq=isbn:9780307275936&hl=&cd=1&source=gbs_api,http://books.google.com/books?id=KViODQAAQBAJ&dq=isbn:9780307275936&hl=&source=gbs_api,https://books.google.com/books/about/If_Beale_Street_Could_Talk.html?hl=&id=KViODQAAQBAJ,,,,9780307275936,0307275930,,http://books.google.com/books/content?id=KViODQAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=KViODQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
129,9781400080663,Thunderstruck,Erik Larson,2022-05-04,2022-05-24,2022,True,Thunderstruck,['Erik Larson'],Crown,2006-10-24,"A true story of love, murder, and the end of the world’s “great hush.” In Thunderstruck, Erik Larson tells the interwoven stories of two men—Hawley Crippen, a very unlikely murderer, and Guglielmo Marconi, the obsessive creator of a seemingly supernatural means of communication—whose lives intersect during one of the greatest criminal chases of all time. Set in Edwardian London and on the stormy coasts of Cornwall, Cape Cod, and Nova Scotia, Thunderstruck evokes the dynamism of those years when great shipping companies competed to build the biggest, fastest ocean liners; scientific advances dazzled the public with visions of a world transformed; and the rich outdid one another with ostentatious displays of wealth. Against this background, Marconi races against incredible odds and relentless skepticism to perfect his invention: the wireless, a prime catalyst for the emergence of the world we know today. Meanwhile, Crippen, “the kindest of men,” nearly commits the perfect murder. With his unparalleled narrative skills, Erik Larson guides us through a relentlessly suspenseful chase over the waters of the North Atlantic. Along the way, he tells of a sad and tragic love affair that was described on the front pages of newspapers around the world, a chief inspector who found himself strangely sympathetic to the killer and his lover, and a driven and compelling inventor who transformed the way we communicate.","[{'type': 'ISBN_13', 'identifier': '9781400080663'}, {'type': 'ISBN_10', 'identifier': '1400080665'}]","{'text': False, 'image': False}",482.0,BOOK,['History'],NOT_MATURE,False,0.4.1.0.preview.0,"{'containsEpubBubbles': False, 'containsImageBubbles': False}","{'smallThumbnail': 'http://books.google.com/books/content?id=RD6FDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=RD6FDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",en,http://books.google.com/books?id=RD6FDwAAQBAJ&printsec=frontcover&dq=isbn:9781400080663&hl=&cd=1&source=gbs_api,http://books.google.com/books?id=RD6FDwAAQBAJ&dq=isbn:9781400080663&hl=&source=gbs_api,https://books.google.com/books/about/Thunderstruck.html?hl=&id=RD6FDwAAQBAJ,,,,9781400080663,1400080665,,http://books.google.com/books/content?id=RD6FDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=RD6FDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
